age, workclass, education, marital-status, occupation, relationship, race, sex, hours-per-week, country, salary
46, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, 35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 40, United-States, >50K
45, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, 55, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male, 40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 20, United-States, >50K
22, Private, 12th, Married-spouse-absent, Other-service, Unmarried, Black, Female, 50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 30, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 43, United-States, >50K
31, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, 30, Mexico, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, 35, United-States, <=50K
53, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, 38, United-States, <=50K
28, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, 40, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 25, United-States, <=50K
20, ?, Some-college, Never-married, ?, Own-child, White, Male, 56, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, 40, United-States, >50K
64, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 38, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, 12, United-States, >50K
53, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male, 40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
38, Federal-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female, 40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 35, Italy, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, 30, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, 30, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 40, ?, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, 40, United-States, >50K
52, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 40, United-States, >50K
21, ?, Some-college, Never-married, ?, Own-child, White, Female, 40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, 40, United-States, <=50K
22, Private, 10th, Never-married, Craft-repair, Other-relative, White, Male, 30, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 45, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, Puerto-Rico, <=50K
18, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female, 60, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 45, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, 50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, 60, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female, 38, United-States, <=50K
25, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 55, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 30, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 65, United-States, >50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
27, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male, 40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male, 40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, White, Male, 50, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male, 16, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 45, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, 60, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Unmarried, White, Male, 55, United-States, >50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 44, United-States, >50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, 40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, Mexico, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 50, United-States, >50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male, 99, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, 10, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male, 40, United-States, >50K
26, ?, Some-college, Never-married, ?, Not-in-family, White, Male, 60, United-States, <=50K
50, ?, 7th-8th, Separated, ?, Own-child, White, Female, 20, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, 36, United-States, <=50K
21, ?, Some-college, Never-married, ?, Own-child, White, Female, 35, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
50, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 50, United-States, >50K
33, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 40, United-States, <=50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male, 50, United-States, >50K
57, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female, 40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 48, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female, 8, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, White, Male, 40, United-States, <=50K
23, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, 20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 42, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, 40, El-Salvador, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 47, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, 40, United-States, <=50K
40, State-gov, 9th, Separated, Machine-op-inspct, Not-in-family, Black, Male, 40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 45, United-States, <=50K
46, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male, 40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 60, United-States, >50K
46, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 45, United-States, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female, 40, United-States, <=50K
76, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, 20, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 60, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
75, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 20, United-States, <=50K
42, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
36, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 55, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
20, ?, Some-college, Never-married, ?, Not-in-family, Black, Female, 20, United-States, <=50K
60, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, Italy, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
73, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 15, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male, 50, ?, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Germany, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 40, South, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 16, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, 40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 50, Germany, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Poland, >50K
48, State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 44, United-States, <=50K
53, Private, 5th-6th, Married-civ-spouse, Priv-house-serv, Wife, Black, Female, 10, Haiti, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 60, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female, 36, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female, 30, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, 40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 25, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, 20, ?, <=50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
28, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 40, Philippines, <=50K
46, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, 40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 40, United-States, <=50K
41, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 32, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
72, Private, 11th, Divorced, Other-service, Not-in-family, Black, Female, 35, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, 70, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, 48, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 45, United-States, <=50K
24, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, 35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
60, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, 70, United-States, >50K
42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male, 40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
32, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male, 40, Puerto-Rico, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
68, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female, 10, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, 30, United-States, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female, 40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, 40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
52, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 40, United-States, <=50K
68, Private, Prof-school, Widowed, Prof-specialty, Unmarried, White, Female, 16, United-States, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 40, United-States, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, 40, ?, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female, 8, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male, 75, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
45, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female, 40, Trinadad&Tobago, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, 50, United-States, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, 30, Japan, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 45, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
59, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, 40, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, 52, United-States, <=50K
38, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female, 20, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, 40, ?, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male, 85, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
40, Private, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male, 40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Other-relative, Black, Female, 40, United-States, <=50K
62, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, 40, United-States, <=50K
63, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, 40, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 80, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 45, United-States, >50K
47, State-gov, Doctorate, Divorced, Prof-specialty, Unmarried, White, Male, 50, France, >50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, 40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, 30, Mexico, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female, 40, United-States, <=50K
42, Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White, Female, 24, United-States, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
60, Private, 10th, Divorced, Other-service, Not-in-family, Black, Female, 40, United-States, <=50K
41, Federal-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female, 40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 38, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, 40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female, 35, United-States, <=50K
22, ?, Some-college, Never-married, ?, Own-child, White, Female, 20, United-States, <=50K
52, Private, 9th, Widowed, Other-service, Not-in-family, White, Female, 25, Puerto-Rico, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, 40, United-States, <=50K
60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, 62, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
35, Private, Some-college, Separated, Other-service, Unmarried, White, Female, 25, United-States, <=50K
39, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female, 40, United-States, <=50K
64, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male, 20, United-States, <=50K
29, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, 40, ?, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 25, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female, 12, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, 40, Guatemala, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, 40, India, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, 50, United-States, <=50K
69, Self-emp-inc, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, 40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, Puerto-Rico, <=50K
17, ?, 10th, Never-married, ?, Own-child, White, Male, 40, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male, 40, United-States, <=50K
70, Private, 7th-8th, Widowed, Other-service, Unmarried, Black, Female, 38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
21, ?, HS-grad, Never-married, ?, Other-relative, White, Male, 40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, 50, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female, 25, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 60, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 60, Poland, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, 54, United-States, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male, 50, United-States, <=50K
34, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male, 40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 20, United-States, <=50K
39, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female, 45, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
35, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female, 41, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 70, United-States, <=50K
50, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
68, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, 30, United-States, <=50K
35, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male, 50, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
43, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, 17, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female, 40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male, 40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Female, 40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 40, United-States, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, 28, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female, 8, United-States, <=50K
36, Private, Some-college, Widowed, Prof-specialty, Own-child, White, Female, 40, United-States, <=50K
25, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, 40, United-States, <=50K
39, Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, Nicaragua, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, 40, Philippines, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
22, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, 40, United-States, <=50K
57, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, 40, United-States, >50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, 28, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 60, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male, 40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male, 60, Jamaica, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female, 40, England, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female, 32, United-States, <=50K
26, Self-emp-inc, HS-grad, Separated, Sales, Unmarried, White, Female, 20, Honduras, <=50K
32, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, Other, Male, 50, Mexico, <=50K
55, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, <=50K
19, Private, 12th, Married-spouse-absent, Other-service, Own-child, Other, Female, 20, United-States, <=50K
