age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class,cluster
30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,30,United-States,<=50K,0.9641854,1.0,11
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.22228412,0.0,14
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K,0.14005165,0.0,13
51,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.34255648,0.0,39
53,Private,9th,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,75,Haiti,<=50K,0.997609,1.0,11
34,Private,Masters,Never-married,Tech-support,Unmarried,Black,Female,40,?,<=50K,0.97460145,1.0,34
48,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,>50K,0.3283136,0.0,12
68,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,45,United-States,<=50K,0.74368846,1.0,1
32,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,White,Female,50,United-States,<=50K,0.9813656999999999,1.0,9
63,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,4,United-States,<=50K,0.96292126,1.0,1
31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0.99176437,1.0,42
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0.9845803,1.0,9
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.27940965,0.0,14
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.87121457,1.0,32
40,Private,Bachelors,Divorced,Sales,Own-child,White,Male,80,United-States,<=50K,0.51048166,1.0,31
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0.1137002,0.0,14
38,Self-emp-not-inc,10th,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.9936271999999999,1.0,31
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.82911986,1.0,5
21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.99838734,1.0,29
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,>50K,0.95639765,0.0,37
63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,?,<=50K,0.8121454,1.0,5
32,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,<=50K,0.97345823,1.0,6
25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0.9828956,1.0,40
59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.27564216,0.0,39
22,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,10,?,<=50K,0.9994778,1.0,16
49,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9640367,1.0,30
36,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.79256535,1.0,4
31,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,30,Mexico,<=50K,0.9823506,1.0,25
46,Private,Some-college,Divorced,Priv-house-serv,Unmarried,White,Female,30,United-States,<=50K,0.9992791,1.0,6
37,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.12153215,0.0,8
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K,0.25495183,0.0,27
43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,44,United-States,<=50K,0.8533148000000002,1.0,49
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.54674643,0.0,2
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.6119924,1.0,5
36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,4,United-States,<=50K,0.99141765,1.0,9
29,Private,Bachelors,Divorced,Other-service,Unmarried,Other,Female,40,United-States,<=50K,0.98581725,1.0,42
66,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.68737125,1.0,10
59,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0.3303743,1.0,4
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.16546202,0.0,14
29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,0.99737334,1.0,4
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.37674293,0.0,27
27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,>50K,0.5444585,0.0,27
42,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.64769006,0.0,48
60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,>50K,0.3638691,0.0,28
58,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.15049149,0.0,45
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.82784957,1.0,49
45,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0.97814125,1.0,3
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.49847487,0.0,39
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0.4943398,1.0,36
39,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0.48806033,1.0,31
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K,0.9990349000000001,1.0,30
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,70,United-States,<=50K,0.8832242,1.0,36
59,Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,0.73859787,1.0,43
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.7619784000000001,0.0,2
72,?,Some-college,Widowed,?,Unmarried,Asian-Pac-Islander,Female,4,United-States,<=50K,0.99712366,1.0,23
35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,Hong,>50K,0.095827736,0.0,14
33,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.9950087,1.0,30
30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Female,45,United-States,<=50K,0.994568,1.0,34
40,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,>50K,0.82428676,0.0,15
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,0.78578454,1.0,43
37,Federal-gov,Assoc-voc,Separated,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,0.9802306000000001,1.0,11
68,Self-emp-not-inc,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,20,United-States,<=50K,0.9749196,1.0,9
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,72,United-States,>50K,0.21381733,0.0,28
56,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.5258851999999999,1.0,5
36,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.99359566,1.0,16
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.12656668,0.0,14
38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.63493794,1.0,41
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,<=50K,0.39776835,1.0,17
28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,28,United-States,<=50K,0.9989491,1.0,26
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,0.36268449999999997,1.0,49
26,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0.8329601999999999,1.0,4
52,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,65,United-States,>50K,0.7214243,0.0,18
52,Private,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.90176255,1.0,31
84,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,13,United-States,<=50K,0.9977405999999999,1.0,3
33,Federal-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,10,United-States,<=50K,0.9981515999999999,1.0,0
46,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.060625452999999996,0.0,8
30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,0.9958351999999999,1.0,26
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,England,>50K,0.30527094,0.0,45
66,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,Female,8,United-States,<=50K,0.99941516,1.0,3
62,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,>50K,0.062938064,0.0,8
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,0.3058638,0.0,14
31,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.5825100999999999,0.0,28
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.7382593000000001,1.0,5
60,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,50,?,<=50K,0.8859809000000001,1.0,22
27,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0.9847792,1.0,44
37,?,Assoc-voc,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.5906979,1.0,25
38,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.97372615,1.0,16
25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0.9996458,1.0,40
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.35559613,1.0,25
42,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,?,<=50K,0.74610823,1.0,32
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.25503606,0.0,8
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0.9979534,1.0,30
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K,0.7119603,1.0,10
21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.9976736999999999,1.0,40
44,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.9952886000000001,1.0,6
60,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,Black,Male,50,United-States,<=50K,0.9832931999999999,1.0,11
21,?,Some-college,Never-married,?,Own-child,White,Female,6,United-States,<=50K,0.9999107,1.0,21
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,0.6045763000000001,1.0,5
30,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0.9874982,1.0,22
46,Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.93224,1.0,31
43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.31933105,0.0,14
57,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,48,United-States,<=50K,0.98701024,1.0,11
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.19944365,0.0,45
39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,?,>50K,0.37670863,0.0,46
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0.853499,1.0,43
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K,0.9950454,1.0,20
22,Without-pay,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.9999964,1.0,24
18,?,11th,Never-married,?,Other-relative,White,Male,7,United-States,<=50K,0.9998739,1.0,38
28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,<=50K,0.99193597,1.0,40
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,<=50K,0.5203327,1.0,36
56,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,0.9019017,1.0,22
36,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,0.8650015,1.0,5
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,0.4868746,1.0,49
18,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.9980950999999999,1.0,26
39,Private,10th,Widowed,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,0.9994030999999999,1.0,11
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.94481,1.0,37
27,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,0.95288634,1.0,20
56,Self-emp-not-inc,Masters,Divorced,Sales,Not-in-family,White,Male,60,United-States,<=50K,0.7595984,1.0,31
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8427661,1.0,43
49,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,United-States,>50K,0.08010278,0.0,8
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,<=50K,0.54033273,1.0,43
30,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,>50K,0.86886686,0.0,18
27,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0.96798074,1.0,22
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K,0.96770155,0.0,18
30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.89011526,1.0,4
38,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,<=50K,0.9113423,1.0,41
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.7423772,1.0,10
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0.9762705,1.0,6
37,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,20,United-States,<=50K,0.99927455,1.0,29
62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.38235897,0.0,2
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.8953409999999999,1.0,43
47,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.8247177,1.0,22
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,United-States,<=50K,0.6923921,1.0,25
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.6271964,1.0,10
36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,0.9924264000000002,1.0,15
45,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K,0.9947908000000001,1.0,26
23,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,38,United-States,<=50K,0.99352163,1.0,40
37,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.26122776,0.0,14
38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,0.1310316,0.0,8
27,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0.99978024,1.0,11
29,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K,0.280233,1.0,25
45,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.86413777,1.0,7
41,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,0.34813535,0.0,46
38,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0.9874011999999999,1.0,0
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.9069531,1.0,32
51,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,?,<=50K,0.87285745,1.0,36
44,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.9467143,1.0,22
33,Federal-gov,Masters,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Nicaragua,<=50K,0.9840636,1.0,36
28,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K,0.73918366,0.0,46
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.25978607,0.0,14
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K,0.16165191,1.0,41
45,Local-gov,HS-grad,Divorced,Other-service,Own-child,Black,Female,40,United-States,<=50K,0.99783343,1.0,42
52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,0.741692,0.0,8
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K,0.9974511,1.0,40
19,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,<=50K,0.99969673,1.0,38
47,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.34446287,0.0,45
53,Self-emp-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,0.20692618,0.0,18
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.38088438,0.0,27
30,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.96010286,1.0,4
56,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.66020757,1.0,5
49,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.28824788,0.0,8
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.7731998000000001,1.0,33
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,18,United-States,<=50K,0.9992955,1.0,30
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.6005968,1.0,10
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.59007645,1.0,5
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,>50K,0.53974247,0.0,2
58,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.85360307,1.0,10
27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,0.997026,1.0,11
59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0.684581,0.0,18
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,47,United-States,<=50K,0.89394593,1.0,4
42,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.6333219,1.0,41
53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.13729626,0.0,48
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,0.83374476,1.0,5
36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,China,>50K,0.40339434,0.0,13
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,0.926234,1.0,47
33,Private,9th,Separated,Adm-clerical,Not-in-family,White,Male,48,United-States,<=50K,0.97632307,1.0,4
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.6148518,1.0,49
43,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0.8728231,1.0,41
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0.26307264,0.0,27
48,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,36,Philippines,>50K,0.6006276,0.0,13
45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.88773155,1.0,7
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.93314284,1.0,9
27,Private,9th,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0.9995166999999999,1.0,19
21,Private,7th-8th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9994665999999999,1.0,19
63,?,HS-grad,Widowed,?,Not-in-family,White,Female,4,United-States,<=50K,0.9973761999999999,1.0,23
39,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.7031305999999999,0.0,39
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,0.40468693,0.0,12
41,Self-emp-inc,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0.8298886999999999,1.0,7
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,>50K,0.3466373,0.0,28
27,?,11th,Divorced,?,Unmarried,White,Female,35,United-States,<=50K,0.9984719000000001,1.0,23
53,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.9202321,1.0,22
33,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.6719682,1.0,35
37,Private,10th,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0.99518716,1.0,19
18,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0.99969053,1.0,21
43,Federal-gov,Doctorate,Separated,Prof-specialty,Unmarried,Black,Female,24,United-States,>50K,0.44989988,0.0,34
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.99427277,1.0,0
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.09678508,0.0,45
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K,0.7999871000000001,1.0,43
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,0.69376624,0.0,2
67,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.92130256,1.0,10
38,Private,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,40,Dominican-Republic,<=50K,0.9967687,1.0,11
47,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,25,United-States,<=50K,0.6944108,1.0,11
39,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0.43416095,1.0,41
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,?,<=50K,0.68680114,1.0,43
36,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,35,United-States,<=50K,0.99971694,1.0,11
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,0.8082583000000001,1.0,36
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,<=50K,0.70301735,1.0,43
21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0.99901617,1.0,26
21,Private,9th,Never-married,Other-service,Own-child,White,Female,50,Mexico,<=50K,0.9998636000000001,1.0,44
40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.96757084,1.0,40
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,0.9978398999999999,1.0,0
38,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.9941810999999999,1.0,26
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.5838425,1.0,10
44,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0.81395775,1.0,31
20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0.9987834999999999,1.0,44
44,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,55,England,>50K,0.53741515,0.0,18
49,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,10,United-States,<=50K,0.9966101,1.0,9
45,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.38018936,0.0,8
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9968623999999999,1.0,24
34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0.98796797,1.0,22
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,72,United-States,>50K,0.5125751000000001,0.0,12
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0.67906207,1.0,10
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.9993905000000001,1.0,24
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,>50K,0.2532949,0.0,13
32,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.08801501,0.0,8
45,State-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K,0.95850277,1.0,22
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,45,United-States,<=50K,0.9378599,1.0,36
35,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0.6583423,1.0,10
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,0.44898376,0.0,39
55,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.87752324,1.0,31
