age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class,cluster
31,Felony,African-American,Male,0,-1.0,2,1,0,44
31,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
32,Felony,African-American,Female,3,-1.0,30,0,0,43
27,Felony,African-American,Male,1,-1.0,1,0,1,0
29,Felony,Caucasian,Male,6,-3.0,0,1,1,49
59,Felony,African-American,Male,3,-8.0,8,0,1,35
24,Misdemeanor,African-American,Male,1,-1.0,0,0,1,22
33,Felony,African-American,Male,0,-1.0,141,1,0,44
35,Misdemeanor,Other,Female,0,-1.0,0,0,0,16
28,Felony,Caucasian,Male,9,-8.0,8,1,1,29
40,Felony,Other,Female,0,-4.0,4,0,0,12
45,Misdemeanor,Other,Male,0,-1.0,1,0,0,11
24,Misdemeanor,African-American,Male,9,-7.0,4,1,1,2
31,Felony,African-American,Male,16,-1.0,52,1,1,13
25,Misdemeanor,Hispanic,Male,0,-1.0,4,0,0,10
24,Felony,African-American,Male,0,-1.0,1,1,0,0
23,Misdemeanor,Hispanic,Male,6,-1.0,34,1,0,10
23,Felony,African-American,Male,7,-1.0,1,1,1,20
48,Misdemeanor,Hispanic,Male,0,-1.0,-1,0,0,25
62,Felony,Caucasian,Male,0,-1.0,0,0,0,30
25,Felony,African-American,Female,4,0.0,0,1,1,43
25,Felony,Other,Male,1,-1.0,1,0,0,36
49,Misdemeanor,African-American,Male,1,-1.0,10,1,1,40
50,Felony,Caucasian,Male,0,0.0,35,0,1,30
47,Felony,African-American,Male,3,-1.0,39,1,1,35
37,Felony,African-American,Male,14,-1.0,1,1,0,13
26,Misdemeanor,Caucasian,Male,0,0.0,1,0,0,3
28,Felony,African-American,Male,21,-1.0,1,1,1,13
26,Felony,African-American,Female,3,-1.0,0,0,1,43
48,Felony,Other,Male,4,-1.0,1,0,0,9
20,Felony,African-American,Male,1,0.0,0,1,1,0
34,Felony,African-American,Male,9,-1.0,17,1,1,20
26,Misdemeanor,Hispanic,Male,1,-1.0,1,0,0,10
46,Felony,African-American,Male,9,-1.0,115,1,1,23
21,Felony,African-American,Male,0,0.0,6,1,1,0
27,Felony,Caucasian,Female,2,-1.0,62,1,1,8
21,Misdemeanor,African-American,Male,3,0.0,17,1,1,22
29,Felony,Caucasian,Male,1,-1.0,14,0,0,49
46,Felony,Caucasian,Male,4,0.0,1,0,0,1
24,Felony,African-American,Male,0,0.0,0,0,1,0
51,Misdemeanor,Hispanic,Female,2,0.0,0,0,0,15
57,Misdemeanor,African-American,Male,8,0.0,-1,0,1,40
33,Felony,African-American,Male,4,-1.0,1,0,1,44
23,Felony,African-American,Male,4,-1.0,143,1,1,37
29,Felony,African-American,Male,5,0.0,1,1,0,20
22,Misdemeanor,Caucasian,Male,0,0.0,9,0,1,3
56,Misdemeanor,Hispanic,Male,10,-1.0,13,0,1,25
33,Misdemeanor,Caucasian,Female,1,-5.0,4,1,1,48
27,Felony,Other,Male,0,-1.0,1,0,1,36
40,Felony,African-American,Male,3,-1.0,0,1,1,44
48,Misdemeanor,Other,Male,0,-1.0,0,0,0,11
32,Felony,African-American,Male,10,-1.0,3,1,1,20
24,Misdemeanor,African-American,Male,1,-1.0,1,0,0,22
32,Felony,African-American,Male,1,-1.0,0,0,0,44
19,Felony,African-American,Male,2,-6.0,0,1,1,0
23,Felony,African-American,Male,6,-1.0,1,1,1,20
39,Felony,Caucasian,Male,17,-1.0,181,1,1,29
25,Felony,African-American,Male,1,-1.0,0,0,0,0
42,Felony,African-American,Male,6,-1.0,0,1,1,44
29,Misdemeanor,Caucasian,Male,1,-1.0,43,0,0,3
38,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,31
32,Felony,Caucasian,Male,10,-1.0,6,1,1,29
23,Misdemeanor,Caucasian,Male,4,-1.0,0,1,1,3
58,Felony,African-American,Male,10,-3.0,1,0,1,23
42,Felony,African-American,Male,9,0.0,0,1,1,23
52,Felony,Hispanic,Male,3,-1.0,13,0,0,26
26,Felony,Caucasian,Male,1,0.0,8,0,1,49
27,Felony,Caucasian,Male,1,0.0,1,0,0,49
33,Felony,Caucasian,Male,1,-1.0,0,0,0,1
33,Felony,African-American,Male,2,0.0,-1,1,1,44
23,Misdemeanor,African-American,Male,0,-1.0,1,0,1,22
25,Felony,African-American,Male,4,-1.0,19,1,1,0
32,Felony,African-American,Male,0,-1.0,5,0,1,44
34,Felony,Hispanic,Male,14,-1.0,40,1,1,6
29,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0,48
38,Felony,African-American,Male,19,-4.0,0,1,1,13
29,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
27,Felony,African-American,Male,6,-1.0,34,1,1,20
25,Misdemeanor,Caucasian,Male,0,0.0,1,0,1,3
31,Felony,Caucasian,Female,2,-1.0,1,1,1,8
30,Felony,African-American,Male,8,0.0,64,1,1,20
41,Felony,African-American,Male,0,-1.0,0,1,0,44
59,Felony,African-American,Male,8,-1.0,5,0,1,23
21,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1,3
27,Felony,African-American,Male,6,-1.0,39,0,1,20
30,Felony,African-American,Male,0,-1.0,1,0,0,0
43,Felony,Caucasian,Male,4,-1.0,47,1,0,1
24,Felony,Caucasian,Female,2,-2.0,0,1,0,8
45,Misdemeanor,African-American,Male,13,-1.0,6,1,1,46
23,Felony,Caucasian,Male,0,0.0,18,1,1,49
40,Felony,Caucasian,Female,5,16.0,55,1,0,8
23,Felony,African-American,Female,0,-1.0,2,1,0,43
39,Felony,African-American,Male,3,-1.0,1,0,0,44
26,Felony,African-American,Female,5,-1.0,33,1,1,43
26,Misdemeanor,Caucasian,Female,0,-2.0,0,0,0,48
21,Misdemeanor,African-American,Male,0,0.0,1,0,0,22
30,Felony,Caucasian,Male,3,-1.0,65,0,0,49
44,Felony,Caucasian,Male,0,0.0,11,0,0,1
21,Felony,African-American,Male,1,-21.0,20,1,1,42
23,Misdemeanor,African-American,Male,0,-1.0,1,0,1,22
49,Felony,African-American,Female,1,-1.0,0,0,0,47
23,Felony,African-American,Male,3,-1.0,53,1,1,0
24,Felony,African-American,Male,1,-1.0,75,1,1,0
21,Felony,African-American,Female,1,-1.0,0,0,1,43
37,Felony,Caucasian,Female,7,-30.0,6,1,1,24
28,Felony,Caucasian,Male,2,-1.0,10,0,1,49
23,Felony,Other,Male,7,0.0,9,1,1,36
24,Felony,African-American,Female,2,-1.0,1,1,1,43
31,Felony,Caucasian,Male,0,0.0,-1,1,0,49
24,Misdemeanor,African-American,Male,2,-1.0,506,1,1,22
25,Felony,African-American,Male,1,-1.0,0,0,0,0
33,Misdemeanor,African-American,Male,1,-1.0,1,0,1,22
26,Misdemeanor,African-American,Male,24,-1.0,85,1,1,46
27,Felony,African-American,Male,1,-1.0,5,1,0,0
46,Felony,Caucasian,Male,0,-1.0,1,0,1,1
38,Misdemeanor,Caucasian,Female,1,-1.0,1,1,1,48
24,Misdemeanor,African-American,Female,0,-1.0,0,1,0,7
38,Misdemeanor,African-American,Female,0,-1.0,1,0,0,7
27,Felony,African-American,Male,7,-1.0,4,1,1,20
48,Felony,African-American,Male,6,-1.0,1,0,0,35
31,Felony,Caucasian,Female,2,-28.0,27,0,1,24
28,Misdemeanor,African-American,Male,5,-1.0,51,1,1,2
30,Felony,Hispanic,Male,7,-1.0,1,1,0,6
25,Misdemeanor,Caucasian,Male,6,-1.0,1,1,1,3
55,Misdemeanor,Caucasian,Male,0,0.0,1,0,0,17
40,Felony,African-American,Male,5,0.0,30,1,1,44
21,Felony,African-American,Male,0,-1.0,1,0,1,0
28,Felony,African-American,Male,10,-1.0,243,1,1,37
20,Felony,African-American,Male,2,-16.0,0,1,1,42
31,Felony,African-American,Male,10,-1.0,4,1,1,20
57,Misdemeanor,African-American,Female,0,-1.0,77,0,0,7
25,Misdemeanor,African-American,Male,0,-1.0,7,0,0,22
22,Felony,African-American,Male,7,-11.0,11,1,1,20
31,Felony,African-American,Male,3,-1.0,15,0,1,44
43,Felony,African-American,Male,7,0.0,0,0,0,23
25,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0,48
39,Misdemeanor,Hispanic,Male,1,-1.0,0,0,0,10
40,Felony,African-American,Male,1,-1.0,1,0,0,44
20,Felony,African-American,Male,0,-1.0,2,1,1,0
35,Misdemeanor,African-American,Male,2,-1.0,0,1,0,22
34,Misdemeanor,African-American,Male,1,-1.0,1,0,1,22
27,Felony,Caucasian,Male,18,-1.0,178,1,1,29
38,Felony,African-American,Female,3,0.0,0,0,1,43
21,Felony,Caucasian,Male,0,-1.0,0,1,1,49
25,Misdemeanor,African-American,Male,0,-1.0,1,0,1,22
53,Misdemeanor,African-American,Male,6,-1.0,8,1,1,40
50,Felony,African-American,Female,4,-1.0,13,0,0,47
23,Misdemeanor,Caucasian,Female,1,0.0,1,1,0,48
22,Felony,Other,Male,0,-1.0,6,1,1,36
27,Misdemeanor,Caucasian,Male,0,0.0,0,0,1,3
29,Felony,African-American,Male,5,0.0,0,1,1,20
38,Misdemeanor,African-American,Male,1,-1.0,3,0,0,22
54,Felony,Caucasian,Female,2,-3.0,0,0,0,24
26,Felony,African-American,Male,1,0.0,57,1,1,0
37,Felony,African-American,Male,23,-1.0,1,1,1,32
36,Misdemeanor,African-American,Male,25,0.0,0,1,1,46
28,Felony,African-American,Male,18,-1.0,12,1,1,13
49,Misdemeanor,African-American,Male,1,-1.0,1,0,0,40
36,Felony,African-American,Male,11,-1.0,0,1,1,13
41,Felony,Caucasian,Female,0,-1.0,1,0,0,24
26,Felony,Hispanic,Male,9,0.0,0,1,1,6
40,Felony,Caucasian,Male,9,-1.0,0,1,0,29
21,Felony,African-American,Male,7,-1.0,10,1,1,20
22,Felony,Other,Male,0,-1.0,1,0,1,36
33,Felony,Caucasian,Male,0,-1.0,0,0,0,1
26,Felony,African-American,Male,7,-19.0,19,1,0,42
27,Misdemeanor,African-American,Female,0,-1.0,3,0,1,7
35,Felony,African-American,Male,1,-1.0,0,0,0,44
27,Misdemeanor,African-American,Male,3,-1.0,1,0,0,22
37,Misdemeanor,Hispanic,Male,3,-1.0,2,0,1,10
31,Felony,African-American,Female,3,-1.0,61,1,0,43
36,Felony,African-American,Male,26,-1.0,0,1,1,32
32,Misdemeanor,Other,Female,0,-1.0,2,0,0,16
50,Felony,Caucasian,Male,1,-1.0,0,0,0,30
52,Felony,Caucasian,Male,1,-1.0,0,0,0,30
24,Misdemeanor,African-American,Male,1,-1.0,2,0,0,22
38,Felony,African-American,Male,0,0.0,1,0,0,44
54,Felony,African-American,Male,11,-1.0,1,1,0,23
71,Felony,Caucasian,Male,13,-1.0,0,0,0,30
27,Felony,African-American,Male,9,-1.0,0,1,1,20
39,Felony,Caucasian,Female,1,-1.0,39,0,0,24
34,Misdemeanor,Other,Male,1,0.0,-1,0,1,21
23,Misdemeanor,Other,Male,0,-1.0,4,1,1,21
36,Felony,African-American,Female,5,0.0,0,1,1,43
55,Felony,African-American,Male,0,-1.0,0,0,0,35
27,Felony,Caucasian,Male,0,0.0,8,0,0,49
23,Felony,African-American,Male,2,0.0,0,0,1,0
20,Felony,African-American,Male,1,-1.0,0,1,1,0
31,Felony,African-American,Female,10,-3.0,1,1,0,4
24,Felony,Caucasian,Male,8,0.0,37,1,1,49
37,Felony,Caucasian,Female,2,-1.0,1,1,1,8
26,Felony,Caucasian,Male,0,-1.0,0,0,0,49
29,Felony,Caucasian,Male,0,-1.0,0,0,0,49
41,Misdemeanor,African-American,Male,4,0.0,-1,0,1,40
37,Felony,African-American,Male,0,-1.0,0,0,1,44
46,Felony,Caucasian,Male,2,-1.0,0,0,0,1
56,Felony,Caucasian,Female,10,-1.0,41,1,1,24
23,Felony,African-American,Male,0,-1.0,0,0,1,0
23,Felony,African-American,Female,1,-2.0,1,1,1,43
25,Felony,African-American,Male,0,0.0,-1,1,1,0
24,Felony,African-American,Male,1,-1.0,1,1,1,0
26,Misdemeanor,Hispanic,Male,1,-24.0,0,0,1,10
24,Felony,Caucasian,Male,2,-1.0,10,1,1,49
23,Felony,African-American,Male,0,-1.0,14,1,1,0
43,Felony,Caucasian,Male,2,-26.0,1,0,0,33
53,Misdemeanor,Caucasian,Female,0,-2.0,0,0,0,5
24,Felony,African-American,Male,1,-1.0,57,1,1,0
28,Felony,African-American,Male,0,0.0,0,0,0,0
21,Felony,Caucasian,Male,1,-1.0,1,0,0,49
31,Misdemeanor,Other,Male,0,-1.0,9,0,0,21
33,Felony,Caucasian,Male,3,0.0,1,1,1,1
35,Felony,African-American,Female,1,-1.0,1,0,0,43
55,Misdemeanor,Caucasian,Male,3,0.0,1,0,0,17
50,Misdemeanor,Hispanic,Male,9,-1.0,28,1,1,25
28,Misdemeanor,African-American,Male,0,-2.0,0,0,0,22
44,Misdemeanor,Caucasian,Male,0,-1.0,2,0,1,31
19,Felony,African-American,Male,3,22.0,0,1,1,0
23,Misdemeanor,Other,Male,2,-1.0,45,1,0,21
24,Felony,African-American,Male,3,0.0,-1,1,1,0
50,Felony,Caucasian,Male,2,0.0,1,0,0,30
31,Misdemeanor,African-American,Male,0,0.0,21,0,0,22
28,Felony,Caucasian,Female,0,-1.0,0,0,1,8
42,Felony,Caucasian,Male,0,-1.0,1,0,0,1
21,Misdemeanor,African-American,Male,0,0.0,97,1,1,22
21,Felony,Caucasian,Male,0,0.0,0,1,1,49
24,Misdemeanor,Other,Male,0,-1.0,1,0,1,21
31,Felony,Caucasian,Male,3,-1.0,1,1,1,49
23,Misdemeanor,Hispanic,Male,0,0.0,2,0,0,10
27,Felony,Caucasian,Male,0,0.0,0,1,1,49
32,Misdemeanor,Other,Male,0,0.0,0,0,0,21
28,Felony,African-American,Male,7,-1.0,77,1,1,20
67,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0,17
32,Felony,African-American,Female,11,0.0,0,1,0,4
44,Felony,African-American,Male,7,0.0,1,0,0,23
25,Felony,African-American,Male,1,-24.0,0,0,1,42
30,Misdemeanor,African-American,Female,15,0.0,1,1,1,7
28,Misdemeanor,Caucasian,Male,9,-1.0,0,0,0,3
27,Felony,African-American,Male,0,0.0,3,1,1,0
36,Misdemeanor,Other,Male,8,-1.0,1,0,0,21
25,Misdemeanor,Caucasian,Female,0,0.0,2,0,0,48
31,Felony,Caucasian,Male,5,-1.0,1,1,1,49
30,Misdemeanor,Caucasian,Male,0,0.0,0,0,1,3
33,Felony,African-American,Male,4,-9.0,7,0,0,44
38,Misdemeanor,Hispanic,Male,0,0.0,0,0,0,10
26,Misdemeanor,African-American,Male,1,0.0,0,0,1,22
52,Felony,Hispanic,Male,5,-1.0,6,0,1,26
22,Misdemeanor,Caucasian,Female,2,-1.0,2,1,1,48
50,Felony,Caucasian,Male,0,-1.0,0,0,0,30
58,Felony,Caucasian,Male,1,-1.0,0,0,1,30
34,Misdemeanor,Caucasian,Male,3,-1.0,1,0,1,3
32,Felony,Caucasian,Male,1,0.0,0,0,1,49
29,Misdemeanor,African-American,Male,0,-1.0,1,0,1,22
27,Misdemeanor,African-American,Male,0,0.0,0,0,0,22
39,Felony,Caucasian,Male,5,-21.0,18,0,0,45
24,Felony,African-American,Male,0,-1.0,1,0,0,0
38,Misdemeanor,African-American,Male,8,-1.0,1,1,0,2
52,Felony,Caucasian,Male,7,-23.0,0,0,0,33
56,Misdemeanor,African-American,Male,3,-27.0,1,0,1,40
46,Felony,Caucasian,Male,7,0.0,36,1,1,1
38,Felony,Caucasian,Male,5,-11.0,3,0,1,1
47,Misdemeanor,Caucasian,Male,3,0.0,63,1,0,31
32,Felony,Caucasian,Male,0,-7.0,0,0,0,49
34,Misdemeanor,African-American,Male,27,-1.0,0,1,0,46
42,Felony,African-American,Male,5,-1.0,2,1,0,44
35,Misdemeanor,African-American,Female,0,-1.0,2,0,1,7
20,Felony,Caucasian,Male,0,-1.0,6,1,1,49
32,Felony,Caucasian,Female,2,-1.0,32,1,1,8
21,Misdemeanor,Caucasian,Male,0,-1.0,0,1,0,3
24,Misdemeanor,African-American,Male,0,0.0,1,0,1,22
24,Misdemeanor,African-American,Male,1,-1.0,123,1,1,22
26,Misdemeanor,African-American,Male,0,-1.0,0,0,1,22
52,Felony,Caucasian,Male,8,0.0,39,0,0,30
27,Misdemeanor,African-American,Male,1,-1.0,2,0,0,22
27,Misdemeanor,Caucasian,Female,0,0.0,0,1,0,48
56,Felony,Caucasian,Male,0,-1.0,1,0,0,30
52,Felony,Caucasian,Male,16,-4.0,11,1,1,29
37,Felony,African-American,Male,3,-1.0,1,0,1,44
45,Misdemeanor,African-American,Male,0,-6.0,0,0,0,40
36,Felony,Caucasian,Female,3,-27.0,27,1,1,24
29,Felony,African-American,Female,0,-3.0,0,0,0,43
21,Felony,Hispanic,Male,0,-5.0,0,0,0,6
20,Misdemeanor,Other,Male,3,-1.0,1,0,1,21
27,Felony,African-American,Male,11,-1.0,4,1,0,13
28,Felony,African-American,Male,11,0.0,0,1,1,13
38,Misdemeanor,African-American,Male,4,-1.0,0,0,1,2
30,Felony,Other,Male,0,-1.0,0,0,0,36
19,Felony,African-American,Female,1,-1.0,434,1,1,43
37,Felony,Caucasian,Female,1,-1.0,1,0,0,8
34,Misdemeanor,African-American,Male,0,-1.0,2,0,1,22
37,Felony,Caucasian,Male,7,-1.0,69,1,1,1
21,Felony,African-American,Male,1,-1.0,1,1,0,0
21,Felony,African-American,Male,0,-1.0,7,1,1,0
38,Felony,Caucasian,Female,3,-1.0,0,0,0,8
47,Misdemeanor,African-American,Male,1,0.0,1,0,0,40
56,Felony,Caucasian,Male,3,-1.0,191,0,0,30
27,Felony,African-American,Male,2,-1.0,246,1,1,37
23,Misdemeanor,African-American,Male,0,-1.0,1,1,0,22
57,Felony,Caucasian,Male,0,-2.0,2,0,0,30
25,Felony,African-American,Male,9,-17.0,12,1,0,42
23,Felony,African-American,Female,2,16.0,116,1,1,43
32,Felony,African-American,Male,8,0.0,2,1,1,20
36,Misdemeanor,African-American,Female,2,-2.0,0,1,0,7
41,Misdemeanor,African-American,Male,5,-1.0,0,1,0,2
39,Felony,Other,Female,0,-1.0,1,0,0,12
21,Felony,African-American,Male,1,-1.0,1,1,1,0
31,Misdemeanor,African-American,Male,2,-1.0,2,0,0,22
37,Misdemeanor,Caucasian,Male,0,-2.0,0,0,0,31
27,Felony,African-American,Male,0,-1.0,1,0,0,0
22,Felony,African-American,Male,2,-22.0,16,0,1,42
59,Felony,Caucasian,Male,2,-19.0,18,0,0,33
33,Felony,African-American,Female,0,-1.0,29,1,1,43
43,Felony,African-American,Female,2,-1.0,2,0,0,47
25,Felony,Caucasian,Male,5,-1.0,101,0,1,49
23,Felony,African-American,Male,3,-1.0,3,1,1,0
43,Misdemeanor,Caucasian,Female,3,9.0,1,0,1,5
56,Misdemeanor,Caucasian,Male,9,-24.0,19,0,1,39
20,Felony,African-American,Female,1,-1.0,3,1,1,43
50,Misdemeanor,African-American,Male,2,-28.0,0,1,1,40
54,Misdemeanor,Caucasian,Female,1,-4.0,3,0,0,5
20,Felony,African-American,Male,1,-1.0,1,1,1,0
36,Misdemeanor,Other,Male,3,-1.0,45,0,1,21
36,Felony,African-American,Female,3,0.0,0,1,1,43
56,Misdemeanor,African-American,Male,0,-1.0,1,0,0,40
25,Felony,African-American,Male,2,-1.0,1,1,1,0
42,Felony,Caucasian,Female,1,-1.0,21,0,1,24
48,Felony,African-American,Male,4,-1.0,1,1,0,35
34,Misdemeanor,African-American,Male,21,-1.0,5,1,1,46
28,Felony,Caucasian,Male,0,-1.0,0,0,0,49
32,Felony,Caucasian,Male,1,-1.0,1,0,0,49
31,Felony,Caucasian,Female,2,-1.0,1,0,0,8
24,Felony,African-American,Female,4,-1.0,5,1,1,43
25,Felony,Caucasian,Female,0,0.0,0,0,1,8
32,Felony,Caucasian,Female,4,-1.0,0,0,0,8
37,Felony,African-American,Male,20,0.0,35,1,1,32
24,Felony,African-American,Male,1,-1.0,1,0,1,0
48,Misdemeanor,African-American,Male,0,0.0,1,0,0,40
35,Felony,African-American,Male,1,0.0,0,0,0,44
21,Felony,African-American,Male,1,-1.0,1,0,1,0
21,Felony,African-American,Female,0,-1.0,33,1,1,43
27,Felony,Caucasian,Female,0,-1.0,2,0,1,8
22,Felony,African-American,Male,0,-1.0,1,0,0,0
28,Felony,African-American,Male,4,0.0,0,1,0,20
26,Misdemeanor,African-American,Male,0,-1.0,1,0,0,22
23,Misdemeanor,Other,Male,0,-1.0,0,0,1,21
34,Felony,Caucasian,Male,0,-1.0,0,0,0,1
22,Felony,African-American,Male,3,-1.0,33,1,0,0
30,Felony,Other,Male,5,-1.0,62,1,1,36
44,Felony,Caucasian,Male,5,0.0,6,0,0,1
57,Felony,Caucasian,Male,1,-1.0,17,0,0,30
22,Felony,African-American,Male,0,-1.0,5,1,1,0
24,Felony,African-American,Male,7,-1.0,68,1,1,20
20,Felony,Caucasian,Male,0,-1.0,0,0,0,49
53,Misdemeanor,Hispanic,Male,1,-8.0,2,0,1,25
60,Felony,African-American,Male,13,-13.0,0,0,0,23
22,Felony,African-American,Female,2,-1.0,1,1,0,43
43,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0,25
72,Felony,Caucasian,Male,7,-1.0,-1,0,0,30
33,Felony,African-American,Male,3,-1.0,3,1,1,44
24,Felony,African-American,Male,1,-1.0,0,0,1,0
60,Felony,African-American,Male,0,-1.0,218,0,0,35
24,Felony,Caucasian,Male,3,-1.0,7,1,1,49
30,Misdemeanor,African-American,Male,1,-5.0,2,0,0,22
43,Misdemeanor,Caucasian,Female,0,-1.0,29,1,0,5
48,Misdemeanor,Hispanic,Male,1,-8.0,5,0,0,25
54,Misdemeanor,Other,Male,0,0.0,-1,0,0,11
45,Misdemeanor,African-American,Male,1,-1.0,2,0,0,40
36,Felony,Other,Male,0,-1.0,3,0,0,36
31,Misdemeanor,Caucasian,Male,1,0.0,-1,0,1,3
40,Misdemeanor,African-American,Male,0,-1.0,2,0,0,40
50,Felony,Caucasian,Male,1,-4.0,1,0,0,30
26,Misdemeanor,Other,Female,1,-24.0,0,1,0,16
41,Felony,African-American,Male,7,0.0,0,0,0,20
34,Felony,Caucasian,Male,5,-1.0,0,1,1,1
28,Felony,Caucasian,Female,0,-1.0,2,1,0,8
23,Felony,Caucasian,Male,2,0.0,0,1,1,49
37,Misdemeanor,Hispanic,Female,0,-2.0,1,0,1,15
35,Misdemeanor,Hispanic,Male,5,-1.0,0,0,0,10
21,Felony,Caucasian,Male,1,-1.0,48,1,1,49
22,Misdemeanor,African-American,Female,2,-1.0,34,1,1,7
29,Felony,African-American,Male,6,-1.0,35,1,1,20
30,Misdemeanor,African-American,Female,0,-2.0,0,0,0,7
45,Misdemeanor,Caucasian,Male,3,-1.0,92,0,1,31
24,Felony,African-American,Female,2,-1.0,1,0,0,43
31,Felony,Caucasian,Male,4,0.0,29,1,1,49
56,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,17
24,Felony,African-American,Male,14,-1.0,180,1,1,13
38,Felony,African-American,Male,11,-1.0,18,1,0,13
51,Felony,African-American,Male,22,-1.0,34,1,1,32
22,Felony,Caucasian,Male,0,-1.0,0,0,0,49
28,Misdemeanor,African-American,Male,5,-1.0,1,1,0,2
47,Felony,African-American,Male,19,-1.0,212,1,1,32
51,Misdemeanor,African-American,Male,0,-1.0,30,0,1,40
25,Misdemeanor,Caucasian,Male,1,0.0,42,0,0,3
53,Felony,Hispanic,Male,1,-1.0,1,0,0,26
30,Felony,African-American,Male,0,-1.0,2,0,0,0
33,Felony,Caucasian,Male,0,0.0,0,1,1,1
35,Felony,African-American,Male,5,-1.0,225,0,1,37
33,Felony,African-American,Female,0,-1.0,1,0,0,43
59,Misdemeanor,Other,Male,1,-25.0,0,0,0,11
33,Felony,Caucasian,Female,1,-1.0,84,1,0,8
27,Felony,African-American,Male,2,-1.0,132,1,1,0
29,Felony,African-American,Female,9,-1.0,14,1,1,4
24,Felony,African-American,Male,3,-1.0,44,1,1,0
43,Felony,African-American,Male,5,-1.0,0,1,0,44
37,Misdemeanor,African-American,Male,11,-1.0,0,1,1,2
53,Felony,African-American,Male,13,-1.0,91,1,0,23
26,Felony,African-American,Male,4,0.0,0,1,1,0
30,Misdemeanor,Caucasian,Female,1,-27.0,0,0,0,38
27,Felony,African-American,Male,6,0.0,1,1,1,20
39,Felony,Caucasian,Male,9,-1.0,1,1,1,29
37,Misdemeanor,Caucasian,Male,4,0.0,0,0,1,31
22,Misdemeanor,Caucasian,Male,3,0.0,10,1,1,3
25,Felony,Caucasian,Male,0,-1.0,2,1,0,49
26,Felony,Hispanic,Male,1,0.0,0,1,0,6
28,Misdemeanor,Caucasian,Female,0,-2.0,0,1,0,48
25,Misdemeanor,African-American,Male,0,-1.0,1,1,1,22
58,Felony,Caucasian,Male,1,-1.0,3,0,0,30
29,Misdemeanor,Caucasian,Female,1,-2.0,2,1,1,48
33,Felony,African-American,Male,8,0.0,2,1,0,20
38,Felony,African-American,Male,0,-1.0,1,0,0,44
38,Felony,Caucasian,Male,2,-21.0,19,0,0,45
59,Felony,African-American,Male,22,-1.0,69,1,1,32
29,Misdemeanor,Other,Male,4,-1.0,0,1,1,21
53,Misdemeanor,Caucasian,Male,0,-1.0,3,0,1,17
33,Felony,African-American,Male,2,-1.0,0,1,1,44
58,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0,17
53,Felony,Caucasian,Male,2,-1.0,40,0,0,30
32,Misdemeanor,Caucasian,Male,0,-1.0,17,1,1,3
35,Felony,African-American,Male,6,-1.0,10,1,1,20
39,Felony,Caucasian,Male,1,-1.0,1,0,0,1
36,Misdemeanor,Hispanic,Male,1,-14.0,14,1,0,10
42,Misdemeanor,Caucasian,Female,5,-1.0,6,0,1,5
37,Misdemeanor,African-American,Male,0,-1.0,0,0,0,22
39,Felony,Caucasian,Male,0,-1.0,3,0,0,1
52,Misdemeanor,Caucasian,Female,3,-25.0,0,0,0,38
60,Misdemeanor,Other,Male,1,-1.0,1,0,0,11
37,Misdemeanor,Hispanic,Male,2,-1.0,0,0,1,10
42,Felony,Caucasian,Male,4,-1.0,17,0,1,1
23,Felony,African-American,Male,6,0.0,1,1,1,20
42,Misdemeanor,African-American,Female,0,-1.0,0,0,1,7
28,Felony,African-American,Male,5,0.0,0,0,0,20
38,Felony,Caucasian,Male,12,-1.0,0,1,0,29
43,Felony,African-American,Female,2,-1.0,1,0,1,47
42,Felony,African-American,Male,0,-1.0,0,1,0,44
25,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0,48
32,Felony,African-American,Male,7,0.0,37,1,1,20
21,Felony,African-American,Male,0,0.0,0,1,1,0
35,Misdemeanor,Caucasian,Female,1,-30.0,28,1,0,38
37,Felony,Caucasian,Male,0,-1.0,126,1,0,1
33,Felony,African-American,Female,2,0.0,0,0,0,43
51,Felony,Caucasian,Female,4,-11.0,8,0,0,24
39,Felony,Caucasian,Male,3,-1.0,2,0,1,1
35,Misdemeanor,Hispanic,Male,5,-1.0,2,1,1,10
40,Felony,African-American,Male,3,-1.0,13,1,0,44
32,Felony,African-American,Male,17,0.0,0,1,1,13
32,Felony,Caucasian,Male,3,0.0,-1,1,1,49
37,Misdemeanor,Other,Male,0,-1.0,0,0,0,21
32,Felony,African-American,Male,10,-1.0,0,1,1,20
47,Misdemeanor,Caucasian,Male,5,0.0,0,0,1,31
23,Misdemeanor,Caucasian,Female,0,-1.0,0,1,0,48
63,Felony,Caucasian,Male,10,0.0,2,0,1,30
38,Felony,African-American,Male,16,-1.0,241,1,1,13
32,Misdemeanor,African-American,Male,6,-1.0,2,1,1,2
31,Felony,African-American,Male,4,-1.0,24,1,1,20
23,Felony,African-American,Male,0,0.0,1,0,0,0
