age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class
64,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K,0.7514547,1.0
19,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0.9996574,1.0
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K,0.4383509,0.0
46,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,White,Female,65,United-States,>50K,0.61336243,0.0
41,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,<=50K,0.8024024,1.0
29,?,Some-college,Divorced,?,Unmarried,White,Female,8,United-States,<=50K,0.99944586,1.0
28,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0.9970521,1.0
23,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0.80516565,1.0
30,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,60,United-States,>50K,0.7777479,0.0
44,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,Cuba,<=50K,0.9923401,1.0
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,0.8497797,0.0
25,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,34,United-States,<=50K,0.9988533,1.0
29,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.9335279,1.0
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,>50K,0.49069864,0.0
27,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K,0.9318584,1.0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,0.8321454,1.0
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.491417,1.0
24,?,HS-grad,Never-married,?,Other-relative,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.9971872,1.0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0.15815957,0.0
35,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,United-States,<=50K,0.3674311,1.0
23,?,Assoc-voc,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,30,United-States,<=50K,0.99729997,1.0
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.98647517,1.0
19,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,<=50K,0.99990475,1.0
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,0.15733123,0.0
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.15233585,0.0
48,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,84,?,<=50K,0.94448876,1.0
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,Puerto-Rico,<=50K,0.9978104,1.0
22,?,Assoc-acdm,Never-married,?,Other-relative,White,Male,15,United-States,<=50K,0.999474,1.0
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,>50K,0.27515563,0.0
23,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0.9995895,1.0
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.9992379,1.0
34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,China,<=50K,0.99557966,1.0
25,Federal-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.9982925,1.0
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.8150942,1.0
22,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,27,United-States,<=50K,0.9983399,1.0
54,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,0.979627,1.0
39,Self-emp-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.798569,1.0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.94119465,1.0
75,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,26,United-States,<=50K,0.6616879,1.0
28,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,30,United-States,<=50K,0.98698306,1.0
50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,50,United-States,<=50K,0.72882813,1.0
62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K,0.54264647,0.0
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.7311473,1.0
58,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,37,United-States,<=50K,0.8665855,1.0
24,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.45907506,1.0
21,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K,0.99976796,1.0
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.15473783,0.0
45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,0.340558,0.0
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0.2947203,1.0
34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,70,United-States,<=50K,0.93666524,1.0
23,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Other,Female,40,Guatemala,<=50K,0.99999595,1.0
43,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,0.4298075,0.0
42,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.93746644,1.0
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Japan,>50K,0.5961237,0.0
52,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,0.61847657,1.0
21,?,Some-college,Never-married,?,Not-in-family,White,Female,35,United-States,<=50K,0.9976689,1.0
56,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K,0.7160073,1.0
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0.249825,0.0
37,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,70,South,>50K,0.83074766,0.0
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,0.9131075,1.0
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States,>50K,0.75466996,0.0
34,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,Male,45,United-States,<=50K,0.9981535,1.0
52,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.9813597,1.0
41,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,42,United-States,>50K,0.26463836,0.0
36,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.9895263,1.0
21,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9938437,1.0
28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.92485124,1.0
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,?,>50K,0.55263996,0.0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,9,England,<=50K,0.99874,1.0
68,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Italy,>50K,0.2865532,0.0
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.802206,1.0
32,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K,0.99975675,1.0
64,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.081558146,0.0
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,23,United-States,<=50K,0.99997747,1.0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,<=50K,0.9689358,1.0
74,?,HS-grad,Widowed,?,Not-in-family,White,Female,25,United-States,<=50K,0.98983556,1.0
31,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Columbia,<=50K,0.99546814,1.0
51,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.098294236,0.0
67,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,10,United-States,<=50K,0.90160775,1.0
42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.96272755,1.0
29,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.9947259,1.0
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0.9008775,1.0
21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K,0.930768,1.0
67,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K,0.8756725,1.0
41,State-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,0.94980496,0.0
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,36,United-States,<=50K,0.96273595,1.0
51,Private,12th,Divorced,Transport-moving,Unmarried,White,Male,50,United-States,<=50K,0.9594205,1.0
21,?,11th,Married-civ-spouse,?,Wife,White,Female,40,United-States,<=50K,0.9629523,1.0
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,<=50K,0.83274496,1.0
21,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.997004,1.0
28,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.7659985,0.0
29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,0.95095557,1.0
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K,0.34800017,1.0
21,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,Columbia,<=50K,0.99898237,1.0
43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.55742586,1.0
44,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,>50K,0.84195846,0.0
28,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,0.930059,1.0
31,Private,9th,Never-married,Sales,Not-in-family,White,Male,43,United-States,>50K,0.94779444,0.0
18,?,HS-grad,Never-married,?,Own-child,White,Male,30,United-States,<=50K,0.9998586,1.0
27,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,45,United-States,<=50K,0.65793675,1.0
34,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.82846636,1.0
25,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.98332095,1.0
34,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,England,<=50K,0.31749457,1.0
43,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.7412545,0.0
40,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.36362636,1.0
21,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,35,United-States,<=50K,0.9997876,1.0
25,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,25,United-States,<=50K,0.9977016,1.0
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.9970618,1.0
19,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,30,United-States,<=50K,0.9914364,1.0
49,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.49378935,0.0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0.9996761,1.0
36,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,47,United-States,<=50K,0.9260479,1.0
32,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0.9990126,1.0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,32,United-States,<=50K,0.99776936,1.0
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,10,United-States,<=50K,0.9993855,1.0
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0.98201615,1.0
26,Private,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,40,?,<=50K,0.99652785,1.0
24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.99028534,1.0
22,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,20,United-States,<=50K,0.9973381,1.0
26,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,Mexico,<=50K,0.94896096,1.0
22,Private,9th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Guatemala,<=50K,0.9989543,1.0
41,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.26428837,0.0
18,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0.778543,1.0
24,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0.98373634,1.0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,0.6639059,1.0
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,17,United-States,<=50K,0.9895628,1.0
45,Local-gov,Masters,Divorced,Prof-specialty,Own-child,White,Female,55,United-States,<=50K,0.9081788,1.0
38,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.48931083,0.0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,0.6431426,0.0
34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.9586412,1.0
53,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,0.91914195,1.0
32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0.1977171,0.0
17,Private,11th,Never-married,Sales,Own-child,Black,Female,30,United-States,<=50K,0.99967337,1.0
45,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.30186197,0.0
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,<=50K,0.5748364,1.0
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0.12543398,1.0
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0.9732668,1.0
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,0.36017635,1.0
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.8215937,1.0
67,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,White,Female,40,United-States,<=50K,0.9914089,1.0
38,Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.9178324,1.0
25,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0.995867,1.0
33,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,40,El-Salvador,<=50K,0.99997663,1.0
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0.6350498,1.0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,0.45009124,0.0
24,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Taiwan,<=50K,0.9976465,1.0
23,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.9822421,1.0
48,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.9897574,1.0
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.37957025,0.0
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,<=50K,0.99853206,1.0
34,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,0.98226744,1.0
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.80400234,0.0
35,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,0.98226064,1.0
36,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.9861734,1.0
24,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K,0.9923092,1.0
60,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.90653473,1.0
28,?,Bachelors,Never-married,?,Not-in-family,White,Female,43,United-States,<=50K,0.9749219,1.0
64,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,20,United-States,<=50K,0.9561829,1.0
22,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,35,United-States,<=50K,0.9988073,1.0
27,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,Female,65,England,<=50K,0.9996132,1.0
36,State-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,0.9731924,1.0
27,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,30,United-States,<=50K,0.9997987,1.0
52,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.9176606,1.0
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0.82494706,1.0
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,24,Vietnam,<=50K,0.9981383,1.0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.7044679,1.0
34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,80,United-States,<=50K,0.96141946,1.0
38,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,30,United-States,<=50K,0.9993017,1.0
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,>50K,0.70301735,0.0
50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.9296244,1.0
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,0.35078946,0.0
17,Self-emp-inc,10th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9973399,1.0
25,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,40,Mexico,<=50K,0.9995241,1.0
19,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.9328498,1.0
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8087097,1.0
59,Private,Some-college,Separated,Sales,Not-in-family,White,Male,60,United-States,>50K,0.4729551,0.0
39,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.77448064,1.0
18,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,<=50K,0.9999069,1.0
27,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0.9805069,1.0
39,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,<=50K,0.9349614,1.0
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.28879896,0.0
19,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,35,United-States,<=50K,0.9995927,1.0
32,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.998804,1.0
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.6366405,0.0
46,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.39359015,1.0
65,Private,11th,Widowed,Sales,Other-relative,White,Female,20,United-States,<=50K,0.9897211,1.0
57,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.28895968,0.0
48,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,32,Haiti,<=50K,0.9999169,1.0
46,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,China,<=50K,0.9935548,1.0
27,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0.98127514,1.0
29,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.5339857,0.0
21,?,HS-grad,Never-married,?,Unmarried,Black,Female,25,United-States,<=50K,0.9999589,1.0
20,?,Some-college,Never-married,?,Own-child,White,Female,12,United-States,<=50K,0.9998934,1.0
51,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,0.83303404,1.0
35,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.51973194,1.0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K,0.83545774,1.0
30,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.5172152,0.0
65,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K,0.99726236,1.0
20,?,HS-grad,Married-spouse-absent,?,Not-in-family,White,Female,35,United-States,<=50K,0.99785846,1.0
47,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.421503,1.0
41,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,Japan,<=50K,0.91349983,1.0
17,Private,9th,Never-married,Craft-repair,Own-child,White,Female,16,United-States,<=50K,0.999559,1.0
38,Local-gov,5th-6th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K,0.95756036,1.0
38,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.36104602,0.0
39,Self-emp-not-inc,HS-grad,Never-married,Sales,Other-relative,White,Female,4,United-States,<=50K,0.98981863,1.0
24,?,HS-grad,Separated,?,Not-in-family,White,Female,38,United-States,<=50K,0.99862015,1.0
52,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,United-States,<=50K,0.8929388,1.0
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,United-States,>50K,0.6328703,0.0
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K,0.9754842,1.0
56,Private,Masters,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0.52078724,1.0
37,Self-emp-not-inc,11th,Divorced,Prof-specialty,Unmarried,Black,Female,30,United-States,<=50K,0.8836051,1.0
59,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,55,United-States,>50K,0.4279805,0.0
19,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Own-child,White,Male,55,United-States,<=50K,0.84412646,1.0
31,Private,9th,Never-married,Craft-repair,Not-in-family,Other,Male,45,United-States,<=50K,0.9702673,1.0
22,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,20,Philippines,<=50K,0.99758387,1.0
48,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,60,United-States,>50K,0.35744047,0.0
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0.124373406,1.0
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.63079685,0.0
53,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,10,United-States,<=50K,0.99669576,1.0
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,>50K,0.45048416,0.0
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,24,United-States,<=50K,0.77300626,1.0
59,Private,Prof-school,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,50,United-States,<=50K,0.59827787,1.0
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.7019686,1.0
39,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K,0.9825873,1.0
60,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,0.98582524,1.0
38,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,56,United-States,<=50K,0.7875882,1.0
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0.98702383,1.0
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.35571718,0.0
66,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,24,United-States,<=50K,0.72927177,1.0
26,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,20,South,<=50K,0.98840266,1.0
60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,0.041663792,0.0
68,?,7th-8th,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K,0.9990926,1.0
32,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,60,United-States,<=50K,0.92517275,1.0
25,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,20,United-States,<=50K,0.9714266,1.0
43,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,?,<=50K,0.7219598,1.0
26,?,Bachelors,Never-married,?,Own-child,White,Male,44,United-States,<=50K,0.9945576,1.0
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0.06449168,0.0
66,Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,11,United-States,<=50K,0.9976411,1.0
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8349435,1.0
35,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,?,<=50K,0.87426597,1.0
58,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0.17369889,0.0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,>50K,0.36221686,0.0
