age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.62390465
28,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.008396112
32,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,0.020917706
55,Private,11th,7,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.009617728
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,20,United-States,0,0.000429224
40,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.029862838
38,Private,Bachelors,13,Divorced,Sales,Own-child,White,Male,50,United-States,0,0.18599126
67,Self-emp-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,1,0.41318452
44,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0.010481106
26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.2598309
25,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,40,United-States,0,0.0012799449
45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.009389432
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1,0.33841917
62,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.6261262
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.0059306254
45,State-gov,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Black,Male,40,Haiti,0,0.0023682117
47,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,1,0.85164785
49,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.15354648
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.2853873
24,?,HS-grad,9,Divorced,?,Unmarried,Black,Female,37,United-States,0,0.0005969879
29,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,30,United-States,0,0.00060477597
23,Private,11th,7,Never-married,Farming-fishing,Other-relative,White,Female,40,Puerto-Rico,0,0.00013304726
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.42384937
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1,0.8598559
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.74128973
32,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,36,United-States,0,0.33999488
73,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,0,0.12131272
24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.10016367
46,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0,0.15942432
61,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,1,0.62674135
37,Federal-gov,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,0.08157186
29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.23838578
40,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7314546
17,Private,11th,7,Never-married,Machine-op-inspct,Own-child,Other,Male,12,United-States,0,5.4864362E-05
30,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.0047262334
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0.003247868
30,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,0.5142525
90,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,4,United-States,0,0.024344366
76,?,5th-6th,3,Widowed,?,Unmarried,White,Female,40,United-States,0,0.01755141
47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0,0.0072464175
65,?,Preschool,1,Married-civ-spouse,?,Husband,Black,Male,30,United-States,0,0.00011159306
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.0076261563
41,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,0,0.15248492
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.31597105
27,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.005068044
42,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0,0.38468954
49,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0,0.0043861917
37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.6844128
19,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,0,0.00034340998
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,0,0.12070637
34,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.7766863
33,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.11875605
44,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.032780897
37,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,1,0.8164754
45,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.05258098
35,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0,0.032899346
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.68895394
45,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,50,United-States,0,0.016968973
54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.5537409
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.8980432
69,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.782951
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,0,0.0026098148
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,India,0,0.18631284
61,State-gov,10th,6,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,0,0.0019930976
57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.8953399
56,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,0,0.0830062
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.78087366
51,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.74573
50,Private,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,0,0.00472753
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,43,United-States,0,0.0024247875
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,Japan,1,0.87288105
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,0,0.006427381
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.28576937
38,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.011133777
35,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,0,0.0016111104
25,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Other,Female,40,United-States,0,0.00778117
78,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,20,United-States,0,0.023842651
18,Private,10th,6,Never-married,Other-service,Own-child,White,Female,15,United-States,0,5.8071168E-05
40,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,60,Poland,0,0.049006145
61,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.27210778
31,State-gov,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,0,0.026064444
33,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0,0.08123646
35,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0.0886355
55,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.8758491
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,0,0.0016727359
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.24397877
43,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.75348455
49,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,47,United-States,1,0.93097275
48,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.83859164
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,34,United-States,0,0.0008259113
38,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.8325489
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,1,0.45169988
29,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,40,Ecuador,0,0.00026171905
27,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,2,United-States,0,0.0031185243
31,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,0,0.039856493
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.5328177
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0,0.26113442
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0,0.002765558
32,Federal-gov,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,46,United-States,0,0.01429372
54,?,HS-grad,9,Widowed,?,Own-child,White,Female,40,United-States,0,0.014273754
36,Private,Bachelors,13,Divorced,Sales,Own-child,White,Female,40,United-States,0,0.07884917
22,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,0,0.0071221436
62,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,0.62701315
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,1,0.40217382
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.87870526
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.5362178
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.5493681
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.011414873
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,United-States,0,0.4184988
41,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,0.17056195
42,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,32,United-States,0,0.28153235
24,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,48,United-States,0,0.063808106
35,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,72,United-States,0,0.02727196
40,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.30849692
46,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,0,0.13842599
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.48561776
33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.04578927
68,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,7,England,0,0.0051626246
33,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,Black,Female,45,United-States,0,0.086494565
23,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,0,0.019989658
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1,0.306087
30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,1,0.044449355
35,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.007568727
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,0,0.014751924
36,State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,30,United-States,0,0.20287071
46,Self-emp-inc,9th,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,United-States,0,0.14460325
49,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.13249409
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0.7222492
26,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,38,United-States,0,0.028929992
37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,20,United-States,0,0.0026645989
50,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.6774124
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,United-States,0,0.00035705333
59,State-gov,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,45,United-States,1,0.86014986
30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.26284552
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.15122826
44,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.76494753
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.07880897
48,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,Ireland,1,0.5350906
34,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,40,United-States,0,0.0022088785
58,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,99,United-States,0,0.771466
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0.5424949
38,Private,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,84,India,0,0.024848506
49,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.83886415
67,Self-emp-not-inc,1st-4th,2,Widowed,Other-service,Not-in-family,Black,Female,20,United-States,0,0.00025331933
23,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.00051460403
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.54875773
54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,0.55317587
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.9029635
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.92273116
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.00994458
31,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.057779398
36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.16610652
25,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.057694178
35,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,1,0.28099063
40,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.69374764
52,Private,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,50,United-States,0,0.28564042
42,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.6371499
25,?,12th,8,Separated,?,Unmarried,White,Female,30,United-States,0,0.00033756625
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Canada,1,0.83208895
52,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,1,0.65593547
51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0.53184366
19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.00031271807
43,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1,0.17460251
57,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0.32023957
35,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,0,0.30235612
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,30,United-States,0,0.064479046
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.3167373
45,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.010433018
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.00048592364
22,Private,Some-college,10,Separated,Other-service,Own-child,White,Female,40,United-States,0,0.0020272995
21,?,HS-grad,9,Never-married,?,Other-relative,White,Male,35,Mexico,0,0.0004294264
60,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,0,0.29481152
45,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,48,United-States,1,0.19296616
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,0,0.0059666717
49,State-gov,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.018296488
29,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,35,United-States,0,0.00510933
47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0.66915
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,0,0.2017188
34,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,0,0.0032465807
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.7874657
33,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Mexico,0,0.046981163
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.27741548
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.43280065
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.38182792
44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0.5244988
43,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.23319302
26,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,32,United-States,0,0.26173905
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.37485036
39,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.006568766
44,Private,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,48,United-States,0,0.012384274
34,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,48,United-States,1,0.0786034
40,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.05401153
38,Federal-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0,0.21487805
44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.011172719
34,Federal-gov,Some-college,10,Divorced,Protective-serv,Own-child,White,Male,72,United-States,0,0.10314744
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,England,0,0.049752645
58,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,1,0.13741472
43,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,30,United-States,0,0.0177651
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,Columbia,0,0.000111557194
41,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,0,0.04091162
44,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,35,United-States,0,0.029141817
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.20923488
38,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,1,0.68495846
47,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.58904564
24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,30,United-States,0,0.00070804707
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.8846362
32,Private,12th,8,Divorced,Protective-serv,Own-child,White,Male,54,Mexico,0,0.000938352
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0,0.39688358
34,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,45,United-States,0,0.0069144974
34,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,30,United-States,0,0.023768619
57,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.8352462
71,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.115713745
45,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,1,0.30837464
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0,0.12923153
26,Private,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,54,United-States,0,0.015254143
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,1,0.5750856
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,0,0.08102628
42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,15,United-States,0,0.04821207
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.40163708
37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.40659252
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.4878013
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,60,United-States,0,0.76374716
45,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,United-States,1,0.5193599
30,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,46,United-States,0,0.011821239
27,Private,HS-grad,9,Married-AF-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.44782147
44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.85669494
44,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.87700343
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,1,0.67746526
19,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0,0.00048739207
39,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,38,United-States,0,0.039511636
55,Self-emp-inc,10th,6,Widowed,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.13531812
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,20,United-States,0,6.853349E-05
43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.010709903
36,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,0,0.19986658
45,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0.5719707
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,1,0.89031976
26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,52,United-States,1,0.25117287
32,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ireland,1,0.6451045
21,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,0.0008852902
43,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0.8375025
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.25483847
33,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,0,0.025521334
40,Self-emp-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,51,United-States,0,0.25991836
46,Private,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,40,Dominican-Republic,0,2.2461298E-05
20,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,0,0.00042049523
54,State-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.08386389
23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0.0023421338
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,0.7247579
25,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0.13302352
50,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.7714771
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.27444625
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,38,United-States,0,0.0049224216
60,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,30,Hong,0,0.03294337
43,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.019659657
25,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,40,United-States,0,0.014003323
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,45,United-States,0,0.3523326
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.0775542
48,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,0,0.041544598
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,1,0.55721426
27,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.018452115
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.017926753
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1,0.80859196
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,22,United-States,0,0.18815134
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.59603167
