age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out,cluster
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.8668317,3
53,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,21,Japan,1,0.28159922,-1
20,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,35,United-States,0,0.000271318,-1
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0.118582025,119
48,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0,0.09337096,324
40,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.8579779,-1
68,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,20,United-States,0,0.28149453,145
39,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,55,United-States,0,0.018221138,-1
57,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,40,Trinadad&Tobago,1,0.7146521,-1
23,Private,10th,6,Never-married,Other-service,Unmarried,White,Male,60,Mexico,0,0.00321343,-1
25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States,1,0.56632084,165
22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,0,0.001390479,-1
23,Private,12th,8,Never-married,Priv-house-serv,Own-child,White,Male,30,United-States,0,4.03E-06,-1
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.51311064,235
25,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,0,0.002048644,403
58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.5568819,34
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,45,Japan,0,0.27958784,-1
28,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,0,0.7539207,31
19,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,0,0.000846843,-1
44,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.018287199,-1
68,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,United-States,0,1.46E-05,-1
33,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.2391188,329
24,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.040029902,164
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0,0.2086598,68
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.78458977,3
31,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,40,Mexico,0,0.007686077,-1
29,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.011994516,69
65,Private,9th,5,Widowed,Sales,Not-in-family,White,Female,40,United-States,0,0.062768295,-1
55,Private,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.013394739,-1
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.60629475,77
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0,0.000366617,-1
41,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,30,United-States,0,0.04561697,273
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0.24965174,128
22,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0,0.004473465,-1
41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.47141486,-1
66,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,4,United-States,0,0.036725,-1
38,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,60,United-States,0,0.2761064,307
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,1,0.3327322,13
40,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,0,0.25884387,-1
32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.3019641,34
30,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,35,Mexico,0,0.002254582,-1
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.5624373,85
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.8214919,31
33,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,60,United-States,0,0.16087718,-1
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.8539155,3
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0,0.6024084,9
53,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.784071,77
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,0.1719623,86
22,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,15,United-States,0,0.000520774,-1
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,36,United-States,0,0.12755081,-1
64,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,21,United-States,0,0.15656263,172
48,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0,0.017447298,180
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.002472093,258
26,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,40,?,0,0.001983565,-1
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.50593114,9
46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.49378783,34
65,Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,0,0.13288589,-1
53,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.07046047,-1
18,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,54,Mexico,0,0.000147995,-1
34,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,0.9059745,245
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Guatemala,0,0.002737325,-1
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.8725564,3
61,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,10,United-States,0,0.23115866,99
59,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.7676134,61
32,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,1,0.5539557,174
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,0,0.71127117,251
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.039957777,178
81,Private,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,Poland,0,0.12907688,-1
47,Private,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,35,United-States,0,0.001115425,-1
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.331585,7
37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,30,United-States,0,0.08505068,-1
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,1,0.36668804,13
37,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.4207301,256
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1,0.49518347,118
27,?,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,40,Mexico,0,0.018450746,-1
55,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Poland,1,0.6215956,-1
60,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.7532126,17
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,36,?,0,0.022554012,-1
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,25,United-States,0,0.046328187,86
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,60,United-States,0,0.006722435,276
45,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,1,0.30247232,63
36,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,30,United-States,0,0.000825059,168
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.74783134,61
48,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.08323849,206
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0,0.15063055,-1
29,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,0,0.13038166,102
39,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.019702958,69
26,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,40,Mexico,0,0.000733908,-1
37,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Male,25,United-States,0,0.10180462,-1
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.59603167,186
27,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,0,0.021457046,328
28,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,0,0.000219335,-1
35,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,30,United-States,0,0.008723338,314
54,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.2309622,46
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.000396168,280
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0,0.000337285,-1
33,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,38,United-States,0,0.002380809,-1
33,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,United-States,0,0.56763726,-1
51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0,0.5678288,186
49,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,0,0.021045003,-1
49,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0,0.17957297,-1
41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1,0.402918,34
64,Private,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,White,Female,12,United-States,0,7.25E-06,-1
40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.53664047,120
49,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.03746398,-1
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0,0.024454286,191
34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.007075768,180
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.13625143,76
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,86,United-States,0,0.20215875,239
30,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.002097846,-1
36,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.37000036,25
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.034321237,178
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,0,0.5607834,182
61,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,Canada,0,0.023351401,-1
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.5264283,243
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.76554143,61
20,Private,12th,8,Never-married,Sales,Not-in-family,White,Female,55,United-States,0,0.010496617,-1
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,46,United-States,1,0.30967334,270
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1,0.17542769,68
38,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,35,United-States,0,0.29914734,334
34,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.5533768,141
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0.46704754,18
32,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,23,United-States,0,0.021341931,-1
26,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.20606565,299
49,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1,0.5596295,188
71,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.19864294,221
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,15,United-States,0,0.000183066,43
20,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0.007824339,87
42,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0,0.006023351,132
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,1,0.5529014,266
38,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,40,United-States,0,0.027320033,-1
38,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.11942066,223
35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,25,United-States,0,0.07067526,-1
24,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,0,0.6412927,-1
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,40,United-States,0,0.022015175,-1
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0,0.0003116,83
49,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.093610495,90
18,?,Some-college,10,Never-married,?,Own-child,Black,Female,24,United-States,0,4.02E-05,-1
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.7587312,-1
52,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,42,United-States,0,0.40188226,-1
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0,0.1598695,78
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.00461258,139
38,?,Masters,14,Married-civ-spouse,?,Wife,Black,Female,2,United-States,1,0.23177473,-1
31,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.019832712,201
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.002972961,258
19,Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,England,0,0.001540988,-1
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.3578208,80
23,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.034512196,231
34,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0.12796289,-1
42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,50,United-States,1,0.42930797,-1
37,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.31969845,-1
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,0.008333162,197
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.40764314,96
33,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0.12588681,-1
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.016773187,252
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,0.73609406,151
63,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,8,United-States,1,0.21810523,99
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1,0.87637436,151
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0,0.23624377,48
29,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0,0.054663155,-1
26,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.28472686,-1
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0.11487455,239
57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.807428,61
54,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0.2510528,193
57,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.13888776,223
23,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.061180063,-1
27,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.27090263,182
42,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,1,0.61932176,188
31,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.099349186,264
49,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,0,0.19756082,297
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.42384937,7
46,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,0,0.003768531,155
37,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,60,United-States,0,0.19058137,273
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.1520533,7
27,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,0,0.022970617,-1
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,25,United-States,0,0.001073568,359
24,Self-emp-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.020012703,-1
29,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,34,United-States,0,0.016860304,318
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.7894716,61
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.27875346,-1
26,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,0,0.040755246,420
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.003356128,337
25,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,0.6249433,-1
57,State-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,37,United-States,0,0.15406819,-1
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0.28891712,18
25,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.78071815,203
46,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Germany,1,0.5850811,-1
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,24,United-States,0,0.12575617,16
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.2120777,80
18,Private,11th,7,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,0,0.000562987,-1
46,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.610393,101
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.80303216,17
41,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,0,0.06008844,286
50,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,0.012179639,-1
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,India,1,0.7462948,-1
36,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,60,United-States,0,0.5920221,-1
38,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.0078979,335
75,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0,0.26984096,154
26,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.3267985,-1
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.83062226,3
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.002972961,258
31,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,0,0.003368091,50
49,Private,12th,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,35,United-States,0,0.027701123,-1
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,0.3186608,13
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Columbia,0,0.023275971,-1
47,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.115243256,-1
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.8465057,3
18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,20,United-States,0,0.000619371,-1
47,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,30,United-States,0,0.004884108,-1
42,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.10578033,36
29,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,0,0.026820885,328
38,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,75,United-States,0,0.56766075,-1
22,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,20,United-States,0,0.00024014,344
32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.017251894,6
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,48,United-States,0,0.00645806,148
41,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.63483703,-1
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,46,United-States,1,0.21325539,150
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,0,0.52002937,20
35,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.05323819,240
18,?,Some-college,10,Never-married,?,Own-child,White,Male,25,United-States,0,0.000276612,22
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.4414002,7
36,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0,0.058023605,-1
30,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0,0.028119568,-1
40,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.8871899,338
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,0.000996054,108
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.06912477,78
56,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.1936316,-1
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.6978018,-1
26,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Guatemala,0,0.003885816,-1
66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.78359026,-1
48,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,32,Dominican-Republic,0,0.00160592,-1
35,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,50,United-States,0,0.058743536,-1
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.8045168,31
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,United-States,0,0.000363629,50
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.2950867,154
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1,0.42381713,331
45,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,0,0.14732854,367
29,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0.017279986,-1
42,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.76386124,397
65,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,20,United-States,0,0.016113076,318
30,Private,Assoc-acdm,12,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,0,0.007078814,-1
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.4550806,80
61,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Italy,0,0.11177002,-1
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,50,United-States,0,0.005705052,112
23,Private,11th,7,Separated,Other-service,Unmarried,White,Female,40,United-States,0,0.003974261,-1
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.23809367,13
51,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,35,United-States,0,0.042580318,-1
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,0,0.000745933,108
31,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0,0.16166158,-1
34,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0,0.029599413,211
33,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,1,0.62694985,-1
32,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,55,United-States,1,0.86403185,-1
