age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
27,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,Jamaica,0.00024683107,0,-1
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,0.4447718,0,9
48,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,0.055997264,0,-1
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0.17843279,0,4
46,Private,Bachelors,Widowed,Tech-support,Unmarried,White,Female,38,United-States,0.25543556,0,-1
32,Private,5th-6th,Married-civ-spouse,Other-service,Other-relative,White,Male,40,United-States,0.0044090142,0,-1
22,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.17863454,0,-1
24,Private,Bachelors,Married-AF-spouse,Prof-specialty,Wife,White,Female,40,United-States,0.84441435,1,-1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,0.3613326,0,4
20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,18,United-States,0.008392445,0,-1
28,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.7265099,0,-1
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.6551457,1,-1
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.29768455,1,85
54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.1883053,0,-1
59,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,0.72441036,0,-1
17,Private,11th,Never-married,Sales,Own-child,White,Female,18,United-States,0.0002771539,0,32
25,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,80,United-States,0.053308737,0,-1
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.5833027,1,-1
55,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,0.24151894,0,-1
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.28425035,0,4
67,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,16,United-States,0.032944236,0,-1
28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,40,United-States,0.0075192163,0,-1
35,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Canada,0.08552604,0,-1
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,0.38645658,1,99
51,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,United-States,0.8163568,1,61
55,Private,Bachelors,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,United-States,0.07784792,0,-1
45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,78,United-States,0.76820457,1,-1
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0.24468197,0,4
45,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0.07165517,0,-1
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,England,0.87805766,1,-1
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.25272366,1,-1
55,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,0.21028647,0,-1
59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.5809593,1,47
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,55,United-States,0.008928743,0,27
46,Local-gov,Masters,Widowed,Exec-managerial,Unmarried,Black,Female,35,United-States,0.21353905,0,-1
23,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0.00033295038,0,-1
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.86499834,1,0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Germany,0.22547522,0,-1
51,Private,11th,Divorced,Transport-moving,Own-child,White,Male,40,United-States,0.041420124,0,-1
40,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.5110962,0,-1
24,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,0.0004284808,0,-1
20,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,72,United-States,0.019853253,0,-1
44,Private,Some-college,Divorced,Transport-moving,Unmarried,White,Male,50,United-States,0.26167637,0,-1
26,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0.0334843,0,98
35,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,0.0023333735,0,-1
23,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,40,Vietnam,0.0074644224,0,-1
40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0.13516124,0,77
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.5833027,0,-1
32,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,0.011257865,0,78
28,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0.091149375,0,-1
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.9381286,1,66
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.82323724,1,91
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0.07846583,0,-1
47,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.6947474,1,-1
36,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,3,United-States,0.0044946703,0,-1
44,State-gov,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.054111585,0,-1
18,?,HS-grad,Never-married,?,Own-child,White,Female,20,United-States,3.6789253E-05,0,-1
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.8392724,1,0
32,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.01946668,0,16
51,Self-emp-not-inc,Assoc-acdm,Divorced,Transport-moving,Unmarried,Black,Female,30,United-States,0.11945413,0,-1
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.8674775,1,0
28,Private,Bachelors,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0.0061891056,0,-1
57,Self-emp-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,0.80014646,1,-1
33,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.3472653,0,-1
42,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,15,United-States,0.007563485,0,-1
17,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,0.0001371744,0,131
63,?,9th,Separated,?,Not-in-family,Black,Male,40,United-States,0.004673613,0,-1
31,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.81144273,1,63
34,?,Masters,Never-married,?,Not-in-family,White,Male,30,United-States,0.022821428,0,-1
35,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.027206386,0,-1
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.00010211759,0,48
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.59312373,0,-1
24,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,24,United-States,0.003208529,0,86
33,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,0.24307016,1,-1
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.2727219,0,68
31,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0.13429976,0,-1
29,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,40,United-States,0.025411224,0,-1
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.82827854,1,72
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,0.8453909,1,2
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0.09921806,0,122
23,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,0.0004686315,0,-1
33,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0.035783894,0,-1
59,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0.004209723,0,-1
67,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0.27985278,0,-1
26,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.01702336,0,118
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Laos,0.01873731,0,-1
20,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,White,Female,36,?,0.058099285,0,-1
24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,39,United-States,0.011676412,0,-1
44,Federal-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,0.18721399,0,-1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.17814901,1,33
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.8625274,0,-1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20,United-States,0.00016026408,0,42
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.7080814,1,-1
20,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0026344163,0,27
64,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,15,United-States,0.0047947736,0,-1
47,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0.4920545,1,-1
36,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0.02369578,0,113
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0.443785,1,33
19,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,40,Mexico,0.0033751172,0,-1
22,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,35,United-States,0.00021356189,0,-1
56,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0.03664633,0,-1
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,0.020374369,0,39
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,United-States,0.85036427,1,-1
57,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,35,United-States,0.1617065,0,-1
38,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.4908117,1,-1
34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0.0011512482,0,-1
22,?,11th,Separated,?,Unmarried,Black,Female,40,United-States,0.00026861165,0,-1
38,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.09178604,0,-1
30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,South,0.39199126,1,-1
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0.15714447,1,-1
29,Private,12th,Married-spouse-absent,Other-service,Not-in-family,Black,Female,40,United-States,0.0014213908,0,-1
56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.35720372,0,6
42,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,0.8236281,1,-1
66,?,10th,Divorced,?,Not-in-family,White,Male,40,United-States,0.02707265,0,-1
71,Local-gov,HS-grad,Widowed,Exec-managerial,Other-relative,White,Female,33,United-States,0.111459814,0,-1
20,Private,11th,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0.0010626257,0,-1
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,36,United-States,0.0005826562,0,129
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,0.33245084,1,-1
20,?,HS-grad,Never-married,?,Own-child,White,Female,40,United-States,0.0001385678,0,-1
61,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.6480436,1,70
24,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.5621742,0,-1
51,Private,9th,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0.010050566,0,-1
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.009421365,0,121
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.73562384,1,-1
31,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.023597036,0,118
39,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,16,United-States,5.0743143E-05,0,-1
36,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,40,United-States,0.06530966,0,-1
51,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.8819171,0,-1
52,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,0.042986125,0,-1
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.73712057,1,41
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.41376337,0,55
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.8925444,1,0
49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.05434619,0,118
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0.002287601,0,23
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.15929069,0,37
67,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.5072534,0,-1
58,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.86904895,1,18
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.6331111,1,41
67,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,16,Germany,0.124371454,1,-1
61,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.8668321,1,2
55,Local-gov,7th-8th,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0.0017924323,0,-1
23,?,Assoc-acdm,Never-married,?,Own-child,Asian-Pac-Islander,Male,16,Philippines,0.0001419213,0,-1
35,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.051114272,0,-1
35,Private,10th,Never-married,Other-service,Unmarried,Black,Female,38,United-States,0.0006117442,0,-1
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0.00016832068,0,-1
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,0.2753701,0,-1
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0.024854656,0,-1
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,24,United-States,0.043284163,0,122
36,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,United-States,0.010077949,0,-1
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.45521405,1,52
27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,80,United-States,0.51386696,1,-1
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.15643542,0,4
21,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0.017245332,0,-1
18,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,0.0014438508,0,113
24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,20,United-States,0.0011689556,0,-1
39,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.39424452,1,-1
51,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.3016325,0,-1
47,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.72449857,1,88
62,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,0.032768063,0,90
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.849626,1,0
20,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.020586066,0,-1
24,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.016466005,0,62
25,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0.0016862714,0,-1
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.5510466,0,-1
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0032140133,0,3
20,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,45,United-States,0.13471363,0,-1
43,Private,Some-college,Divorced,Sales,Unmarried,White,Female,55,United-States,0.15328118,1,-1
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,0.09398427,0,95
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.051940292,0,17
18,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,20,United-States,0.0009123307,0,-1
45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,?,0.7403331,1,-1
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,0.17802592,0,54
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.123238355,0,53
47,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,United-States,0.012755411,0,-1
54,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.18490443,0,74
21,Without-pay,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,1.0720995E-06,0,-1
29,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,99,United-States,0.08899904,0,-1
68,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States,0.37431982,0,-1
21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,48,Mexico,0.0068893763,0,-1
28,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,30,United-States,0.04989371,0,-1
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.7162595,1,-1
35,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Female,48,United-States,0.005528861,0,-1
50,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States,0.030439854,0,-1
48,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0.18379113,0,-1
17,?,10th,Never-married,?,Own-child,White,Male,40,United-States,4.310533E-05,0,-1
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.7194444,1,103
23,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,40,United-States,0.0011191166,0,-1
53,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,30,United-States,0.08001913,0,-1
50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.83071166,1,-1
32,?,5th-6th,Never-married,?,Unmarried,White,Female,45,Mexico,0.0003001627,0,-1
53,Private,12th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,56,Dominican-Republic,6.322498E-05,0,-1
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,United-States,0.36572626,0,-1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.7111547,0,34
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.92150337,1,66
35,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,32,United-States,0.41604984,0,-1
41,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.820949,1,-1
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,0.0017612048,0,25
39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,0.20084351,1,-1
45,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.73018795,1,-1
31,Private,9th,Married-civ-spouse,Farming-fishing,Wife,White,Female,42,United-States,0.023100646,0,-1
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.68011045,1,41
47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,0.08044313,0,-1
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Jamaica,0.19744967,0,-1
53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.83934224,1,120
33,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,Black,Male,52,United-States,0.2060906,1,-1
24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0.0036465414,0,1
34,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0.011715116,0,65
46,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.68292904,1,-1
29,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0.41816342,0,-1
61,State-gov,11th,Widowed,Other-service,Unmarried,White,Female,32,United-States,0.10548594,1,-1
31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.05514069,0,122
29,Private,HS-grad,Married-spouse-absent,Tech-support,Own-child,Black,Male,40,United-States,0.002806601,0,-1
42,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0.079719484,0,-1
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.77663684,0,-1
34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.012658959,0,38
39,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.06840406,0,-1
74,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,Black,Male,20,United-States,0.020109544,0,-1
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.4583874,0,19
75,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.85840064,1,-1
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0.75901145,1,-1
36,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.09245956,0,44
61,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.46471816,1,-1
42,?,11th,Married-civ-spouse,?,Husband,White,Male,22,Ecuador,0.0061923624,0,-1
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.77560294,1,123
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,18,United-States,0.0014177731,0,113
36,Private,Assoc-acdm,Separated,Other-service,Unmarried,Black,Female,32,United-States,0.009947429,0,-1
33,?,Assoc-voc,Divorced,?,Not-in-family,White,Female,40,France,0.049013436,0,-1
50,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.030852271,0,-1
47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,0.6241082,1,-1
48,Private,HS-grad,Never-married,Tech-support,Unmarried,Black,Female,33,Jamaica,0.0009810125,0,-1
60,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.17106427,0,-1
30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,30,United-States,0.028655482,0,-1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.7887721,1,0
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,0.87095,1,140
51,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.6157598,1,124
53,Private,9th,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,75,Haiti,0.013949701,0,-1
34,Private,Masters,Never-married,Tech-support,Unmarried,Black,Female,40,?,0.015948836,0,-1
48,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,0.76866746,1,-1
68,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,45,United-States,0.26845795,0,74
32,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,White,Female,50,United-States,0.016402524,0,-1
63,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,4,United-States,0.034830358,0,74
31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,0.029791765,0,-1
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0.025526091,0,-1
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.76311,1,141
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.13135263,0,69
40,Private,Bachelors,Divorced,Sales,Own-child,White,Male,80,United-States,0.45331782,0,-1
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.8934313,1,0
38,Self-emp-not-inc,10th,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.020421503,0,-1
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.2048862,0,6
21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0.0015860453,0,-1
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0.058613006,1,-1
63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,?,0.3213988,0,-1
32,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,0.05558714,0,-1
25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45,United-States,0.028540185,0,13
59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.6709513,1,124
22,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,10,?,0.0008946808,0,-1
49,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.06454911,0,126
36,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0.2239645,0,95
31,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,30,Mexico,0.03260251,0,-1
46,Private,Some-college,Divorced,Priv-house-serv,Unmarried,White,Female,30,United-States,0.00060588855,0,-1
37,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.84222776,1,-1
